anchor,target,rating,score,context
scorch,reduce,0,0.00,C08
scorch,minimize,0,0.00,C08
scorch,mooney scorch,2a,0.50,C08
scorch,scorch safety,2a,0.50,C08
scorch,grilling heat,3,0.75,C08
scorch,partly vulcanized,2a,0.50,C08
scorch,discoloration heat,3,0.75,C08
scorch,premature vulcanization,2a,0.50,C08
scorch,severe burning,3,0.75,C08
scorch,leaf scorch,2a,0.50,C08
scorch,intense heat,3,0.75,C08
scorch,scorch retarder,2a,0.50,C08
scorch,rubber compounds,1d,0.25,C08
scorch,heat,1c,0.25,C08
scorch,vulcanization,1d,0.25,C08
scorch,temperature,1c,0.25,C08
scorch,viscosity,1d,0.25,C08
scorch,pressure,1d,0.25,C08
scorch,heat soup,0,0.00,C08
scorch,scotch,0,0.00,C08
scorch,heat iron,0,0.00,C08
scorch,beverage,0,0.00,C08
scorch,heat food,0,0.00,C08
scorch,drink,0,0.00,C08
drainage,flow,1c,0.25,B21
drainage,passage,1c,0.25,B21
drainage,drainage,4,1.00,B21
drainage,sewage,3,0.75,B21
drainage,drainage device,3,0.75,B21
drainage,drain water,3,0.75,B21
drainage,drainage system,3,0.75,B21
drainage,waste water,3,0.75,B21
drainage,system of drains,3,0.75,B21
drainage,drainage systems,3,0.75,B21
drainage,high strength seamless steel pipe,1d,0.25,B21
drainage,filling tank,1a,0.25,B21
drainage,wheel hub die forging,1d,0.25,B21
drainage,drain pipe,1b,0.25,B21
drainage,cold rolled thin gauge,1d,0.25,B21
drainage,culvert,1d,0.25,B21
drainage,eye drainage surgery,0,0.00,B21
drainage,drainage rat trap,0,0.00,B21
drainage,lymphatic drainage surgery,0,0.00,B21
drainage,waste cloth,0,0.00,B21
drainage,hematoma drainage surgery,0,0.00,B21
drainage,drainage after surgery,0,0.00,B21
drainage,improving,1d,0.25,A01
drainage,draining,3,0.75,F22
drainage,drain,4,1.00,F22
drainage,conventional drainage system,2a,0.50,F22
drainage,sewer,3,0.75,F22
drainage,steam trap,2b,0.50,F22
drainage,surface drainage,2a,0.50,F22
drainage,steam condensate line,2a,0.50,F22
drainage,sub surface drainage,2a,0.50,F22
drainage,conduit,1b,0.25,F22
drainage,water collector,1d,0.25,F22
drainage,excessive water,1b,0.25,F22
drainage,sediment collector,1d,0.25,F22
drainage,pumping,1d,0.25,F22
drainage,canal,1d,0.25,F22
drainage,fabric pots,0,0.00,F22
drainage,surface tension,0,0.00,F22
drainage,plant bags,0,0.00,F22
drainage,subsurface data,0,0.00,F22
drainage,managing change,0,0.00,F22
drainage,water tax,0,0.00,F22
halocarbyl,heteroatom,1d,0.25,C07
halocarbyl,halo,1c,0.25,C07
halocarbyl,unsubstituted,1a,0.25,C07
halocarbyl,halogen,1c,0.25,C07
halocarbyl,substituted,1d,0.25,C07
halocarbyl,halogenated,1c,0.25,C07
halocarbyl,heterocyclic,1c,0.25,C07
halocarbyl,substituted halocarbyl,2a,0.50,C07
halocarbyl,chlorine substituted carbon radical,2b,0.50,C07
halocarbyl,haloketone,2b,0.50,C07
halocarbyl,bromine substituted bivalent radical,2b,0.50,C07
halocarbyl,electrophilic halogenation,2c,0.50,C07
halocarbyl,bromo ethane,2a,0.50,C07
halocarbyl,halogen addition reaction,2c,0.50,C07
halocarbyl,bivalent radical,1c,0.25,C07
halocarbyl,fluoro,1b,0.25,C07
halocarbyl,carbon atom,1d,0.25,C07
halocarbyl,chloro,1b,0.25,C07
halocarbyl,functional group,1d,0.25,C07
halocarbyl,iodo,1b,0.25,C07
halocarbyl,substituted person,0,0.00,C07
halocarbyl,silicon,0,0.00,C07
halocarbyl,substituted material,0,0.00,C07
halocarbyl,graphite,0,0.00,C07
halocarbyl,substitution mutation type,0,0.00,C07
halocarbyl,mathematical substitution method,0,0.00,C07
halocarbyl,substituted,1d,0.25,C08
halocarbyl,substituted halo,1c,0.25,C08
halocarbyl,halogenated,1c,0.25,C08
halocarbyl,halogenated halo,1d,0.25,C08
halocarbyl,silyl,0,0.00,C08
halocarbyl,halogen,1c,0.25,C08
halocarbyl,halo,1c,0.25,C08
halocarbyl,substituted halocarbyl,2a,0.50,C08
halocarbyl,haloalkyl,3,0.75,C08
halocarbyl,bulky halocarbyl,2a,0.50,C08
halocarbyl,chloro carbyl,2a,0.50,C08
halocarbyl,halomethyl,2a,0.50,C08
halocarbyl,alkyl halide,2a,0.50,C08
halocarbyl,chloroethyl,2a,0.50,C08
halocarbyl,halo aryl,2a,0.50,C08
halocarbyl,haloalkyl derivative,2b,0.50,C08
halocarbyl,organic substituent,1d,0.25,C08
halocarbyl,chloro compound,1b,0.25,C08
halocarbyl,organic group,1d,0.25,C08
halocarbyl,bromo compound,1b,0.25,C08
halocarbyl,hydrocarbon chain,1c,0.25,C08
halocarbyl,iodo compound,1b,0.25,C08
halocarbyl,water tank,0,0.00,C08
halocarbyl,light,0,0.00,C08
halocarbyl,oil tank,0,0.00,C08
halocarbyl,internet,0,0.00,C08
halocarbyl,set theory,0,0.00,C08
halocarbyl,mathematical,0,0.00,C08
locking formation,lock member,2b,0.50,B24
locking formation,ball end,1b,0.25,B24
locking formation,lock,1c,0.25,B24
locking formation,locking,2b,0.50,B24
locking formation,locking element,2b,0.50,B24
locking formation,locking member,2b,0.50,B24
locking formation,lock element,2b,0.50,B24
locking formation,locking formations,4,1.00,B23
locking formation,locking,2b,0.50,B23
locking formation,locking element,2b,0.50,B23
locking formation,locking member,2b,0.50,B23
locking formation,lock element,2b,0.50,B23
locking formation,lock member,2b,0.50,B23
locking formation,ball end,1d,0.25,B23
locking formation,respective formation,1d,0.25,B23
locking formation,pattern,1c,0.25,B23
locking formation,lock,2b,0.50,B23
locking formation,locking formation,4,1.00,B23
locking formation,interlocking formation,3,0.75,B23
locking formation,securing formation,3,0.75,B23
locking formation,sealing formation,3,0.75,B23
locking formation,anchoring,2b,0.50,B23
locking formation,locking system,2b,0.50,B23
locking formation,lock washer,2b,0.50,B23
locking formation,twist drill,1d,0.25,B23
locking formation,cotter pins,1d,0.25,B23
locking formation,spray type flux applying device,1d,0.25,B23
locking formation,latch,1d,0.25,B23
locking formation,laser beam welding,1d,0.25,B23
locking formation,coupling,1d,0.25,B23
locking formation,central locking programming,0,0.00,B23
locking formation,locking protocol,0,0.00,B23
locking formation,remote locking programming,0,0.00,B23
locking formation,soil formation,0,0.00,B23
locking formation,eye rust formation,0,0.00,B23
locking formation,formation flight,0,0.00,B23
locking formation,leg,1b,0.25,A47
locking formation,locking portion,2b,0.50,A47
locking formation,main formation,1c,0.25,A47
locking formation,main portion,1c,0.25,A47
locking formation,locking part,2b,0.50,A47
locking formation,inter locking portions,2a,0.50,A47
locking formation,latching formation,2c,0.50,A47
locking formation,locking junction,2b,0.50,A47
locking formation,locking point,2b,0.50,A47
locking formation,secure lock,2b,0.50,A47
locking formation,element to secure,1c,0.25,A47
locking formation,unlocking element,1a,0.25,A47
locking formation,part to secure,1c,0.25,A47
locking formation,engaging protrusions,1b,0.25,A47
locking formation,component to secure,1c,0.25,A47
locking formation,secure module,1d,0.25,A47
locking formation,line formation,0,0.00,A47
locking formation,lock screen,0,0.00,A47
locking formation,aircraft formation,0,0.00,A47
locking formation,coil form,0,0.00,A47
locking formation,railway formation,0,0.00,A47
locking formation,soil formation,0,0.00,A47
locking formation,formation,2b,0.50,B60
locking formation,catch,1c,0.25,B60
locking formation,locking portion,3,0.75,B60
locking formation,clamping formation,2a,0.50,B60
locking formation,locking element,2a,0.50,B60
locking formation,locking member,2a,0.50,B60
locking formation,retaining element,1b,0.25,B60
locking formation,locking,2b,0.50,B60
olefin production,producing,2b,0.50,B01
olefin production,producing polyethylene,2b,0.50,B01
olefin production,producing unsaturated compounds,2b,0.50,B01
olefin production,processes,2b,0.50,B01
olefin production,chemical reactions,2b,0.50,B01
olefin production,preparing unsaturated compounds,2b,0.50,B01
olefin production,reactions,2b,0.50,B01
olefin production,producing olefins,4,1.00,B01
olefin production,preparing polyethylene,2a,0.50,B01
olefin production,production,2b,0.50,B01
olefin production,oligomerization,1c,0.25,B01
olefin production,formation,2b,0.50,B01
olefin production,preparing olefins,4,1.00,B01
olefin production,preparing unsaturated olefins,2b,0.50,B01
olefin production,olefins,2b,0.50,B01
olefin production,polymerization,2b,0.50,B01
olefin production,producing unsaturated olefins,2b,0.50,B01
olefin production,chemical,1c,0.25,B01
olefin production,producing olefin compounds,2b,0.50,B01
olefin production,olefin formation,3,0.75,B01
olefin production,preparing olefin compounds,2b,0.50,B01
olefin production,reaction,2b,0.50,B01
olefin production,olefin,2b,0.50,B01
olefin production,olefins production,4,1.00,B01
olefin production,production of olefin,4,1.00,B01
olefin production,alkene production,3,0.75,B01
olefin production,production of olefins,4,1.00,B01
olefin production,olefin synthesis,3,0.75,B01
olefin production,production of ethylene,2a,0.50,B01
olefin production,alkene formation,3,0.75,B01
olefin production,propylene production,2a,0.50,B01
olefin production,polyolefin production,2b,0.50,B01
olefin production,steam cracking of hydrocarbons,1c,0.25,B01
olefin production,unsaturated compounds,1c,0.25,B01
olefin production,detergents,1c,0.25,B01
olefin production,organic compounds,1c,0.25,B01
olefin production,adhesives,1c,0.25,B01
olefin production,saturated compounds,1a,0.25,B01
olefin production,steam iron,0,0.00,B01
olefin production,ocular injury,0,0.00,B01
olefin production,chemical additive,0,0.00,B01
olefin production,ocular nerve,0,0.00,B01
olefin production,production manager,0,0.00,B01
olefin production,market pricing,0,0.00,B01
olefin production,production,1c,0.25,C10
olefin production,producing olefins,3,0.75,C10
olefin production,producing ethylene,2a,0.50,C10
olefin production,recovering olefins,3,0.75,C10
olefin production,etherification,1d,0.25,C10
olefin production,oligomerization,1d,0.25,C10
olefin production,producing,1c,0.25,C10
olefin production,propylene generation,2a,0.50,C10
olefin production,polypropylene fiber,2b,0.50,C10
olefin production,butene synthesis,2a,0.50,C10
olefin production,thermoplastic polymer,2b,0.50,C10
olefin production,alkene synthesis,3,0.75,C10
olefin production,chain growth polymerization,2b,0.50,C10
olefin production,mto process,2a,0.50,C10
olefin production,monomer propylene,2b,0.50,C10
olefin production,thermal steam cracking,1c,0.25,C10
olefin production,thermal properties,1c,0.25,C10
olefin production,hydrocarbon cracking,1c,0.25,C10
olefin production,mechanical properties,1c,0.25,C10
olefin production,catalytic processes,1c,0.25,C10
olefin production,generation gap,0,0.00,C10
olefin production,production of eggs,0,0.00,C10
olefin production,process template,0,0.00,C10
olefin production,production of crops,0,0.00,C10
olefin production,cosmetic synthesis,0,0.00,C10
olefin production,production of milk,0,0.00,C10
provider networks,provider network,4,1.00,H04
provider networks,providers networks,4,1.00,H04
provider networks,providers network ns,3,0.75,H04
provider networks,providers,1d,0.25,H04
provider networks,locations,1d,0.25,H04
provider networks,centers,1d,0.25,H04
provider networks,providers configured,0,0.00,H04
provider networks,provider configured,0,0.00,H04
provider networks,providers network,4,1.00,H04
provider networks,provider ns,0,0.00,H04
provider networks,provider,2b,0.50,H04
provider networks,networks,2b,0.50,H04
provider networks,provider network ns,0,0.00,H04
provider networks,service provider networks,3,0.75,H04
provider networks,provider network management,2a,0.50,H04
provider networks,ip provider networks,3,0.75,H04
provider networks,server network,2a,0.50,H04
provider networks,broadband access network,2a,0.50,H04
provider networks,provider system,2b,0.50,H04
provider networks,internet service provider,3,0.75,H04
provider networks,client network,2a,0.50,H04
provider networks,global network performance,1d,0.25,H04
provider networks,service provider,1d,0.25,H04
provider networks,data delivery network,1c,0.25,H04
provider networks,third party network,1d,0.25,H04
provider networks,mtc capillary networks,1d,0.25,H04
provider networks,client router,1d,0.25,H04
provider networks,social network,0,0.00,H04
provider networks,health provider,0,0.00,H04
provider networks,media network,0,0.00,H04
provider networks,internet provider,0,0.00,H04
provider networks,business network,0,0.00,H04
provider networks,food network,0,0.00,H04
synthetic training,generation,1d,0.25,G06
synthetic training,creation,1d,0.25,G06
synthetic training,training,1d,0.25,G06
synthetic training,processor,1d,0.25,G06
synthetic training,processor training,2a,0.50,G06
synthetic training,processor classification training,2a,0.50,G06
synthetic training,device training,2b,0.50,G06
synthetic training,device classification training,2a,0.50,G06
synthetic training,synthesis system,2b,0.50,G06
synthetic training,simulator,2c,0.50,G06
synthetic training,synthetic training data,2a,0.50,G06
synthetic training,virtual training,2b,0.50,G06
synthetic training,synthetic training images,2a,0.50,G06
synthetic training,non natural instruction,2b,0.50,G06
synthetic training,synthetic data,2a,0.50,G06
synthetic training,bimodal function training,2a,0.50,G06
synthetic training,readable medium,1c,0.25,G06
synthetic training,synthetic training,4,1.00,G06
synthetic training,sample set,1c,0.25,G06
synthetic training,augmented reality,1b,0.25,G06
synthetic training,recognition system,1c,0.25,G06
synthetic training,virtual reality,1c,0.25,G06
synthetic training,synthetic fibres,0,0.00,G06
synthetic training,reality show,0,0.00,G06
synthetic training,synthetic leather,0,0.00,G06
synthetic training,creation of home,0,0.00,G06
synthetic training,synthetic vinegar,0,0.00,G06
synthetic training,training feedback,0,0.00,G06
unit inlet,flow of inlet,2a,0.50,B01
unit inlet,outlet,1a,0.25,B01
unit inlet,unit,1c,0.25,B01
unit inlet,feed,2b,0.50,B01
unit inlet,solution inlet,2b,0.50,B01
unit inlet,flow inlet,2a,0.50,B01
unit inlet,region of inlet,1b,0.25,B01
unit inlet,region flow inlet,1b,0.25,B01
unit inlet,inlet,2b,0.50,B01
unit inlet,main flow inlet,2a,0.50,B01
unit inlet,unit inlet duct,2a,0.50,B01
unit inlet,joint inlet,2a,0.50,B01
unit inlet,diffuser unit inlet,2a,0.50,B01
unit inlet,extraction pipeline,2a,0.50,B01
unit inlet,auxiliary power unit inlet,2a,0.50,B01
unit inlet,circulation duct,2b,0.50,B01
unit inlet,membrane unit inlet,2a,0.50,B01
unit inlet,separator,1d,0.25,B01
unit inlet,purifier,1c,0.25,B01
unit inlet,unit outlet,1a,0.25,B01
unit inlet,solution processing,1c,0.25,B01
unit inlet,manifold,1d,0.25,B01
unit inlet,desalination,1c,0.25,B01
unit inlet,unit circle,0,0.00,B01
unit inlet,measuring unit,0,0.00,B01
unit inlet,interval notation,0,0.00,B01
unit inlet,power unit,0,0.00,B01
unit inlet,unity logo,0,0.00,B01
unit inlet,watt,0,0.00,B01
unit inlet,water inlet,2a,0.50,E01
unit inlet,blower,1b,0.25,E01
unit inlet,drain valve,2a,0.50,E01
unit inlet,opening,1b,0.25,E01
unit inlet,outlet,1a,0.25,E01
unit inlet,valve,2b,0.50,E01
unit inlet,vacuum valve,1c,0.25,E01
unit inlet,control unit,1b,0.25,E01
unit inlet,inlet,2b,0.50,E01
unit inlet,inlet unit,3,0.75,E01
unit inlet,inlet,2b,0.50,F16
unit inlet,assembly,1c,0.25,F16
unit inlet,port,1b,0.25,F16
unit inlet,chamber,1c,0.25,F16
unit inlet,ports,1b,0.25,F16
unit inlet,ports occurs,1b,0.25,F16
unit inlet,port occurs,1b,0.25,F16
unit inlet,unit,1c,0.25,F16
unit inlet,pilot piston unit,1c,0.25,F16
unit inlet,pilot piston means,1c,0.25,F16
unit inlet,pilot valve unit,1c,0.25,F16
unit inlet,inlet unit,3,0.75,F16
unit inlet,unit inlet,4,1.00,F16
unit inlet,main flow inlet,2a,0.50,F16
unit inlet,unit inlet duct,2a,0.50,F16
unit inlet,unit openings,2b,0.50,F16
unit inlet,unit inlet temperature,2a,0.50,F16
unit inlet,unit conduit,3,0.75,F16
unit inlet,unit inlet valve,2a,0.50,F16
unit inlet,inlet valve,2a,0.50,F16
unit inlet,propeller shaft,1d,0.25,F16
unit inlet,unit outlet,1a,0.25,F16
unit inlet,grip zone of fibre plastics,1d,0.25,F16
unit inlet,nozzle,1b,0.25,F16
unit inlet,underground drains,1d,0.25,F16
unit inlet,inlets,1c,0.25,F16
unit inlet,blood unit,0,0.00,F16
unit inlet,unit digit,0,0.00,F16
unit inlet,diastolic blood pressure unit,0,0.00,F16
unit inlet,interior angles,0,0.00,F16
unit inlet,unit of blood sugar,0,0.00,F16
unit inlet,unit scale,0,0.00,F16
adhesive mounting,flange,1c,0.25,A47
adhesive mounting,glue mounting,2b,0.50,A47
adhesive mounting,separate adhesive mounting,2a,0.50,A47
adhesive mounting,flange comprising mounting,2b,0.50,A47
adhesive mounting,mounting flange mounting,2b,0.50,A47
adhesive mounting,releasable mounting,2c,0.50,A47
adhesive mounting,mounting comprising including,2b,0.50,A47
adhesive mounting,adhesive,2b,0.50,A47
adhesive mounting,adhesive mount,4,1.00,A47
adhesive mounting,removable adhesive mounting,2a,0.50,A47
adhesive mounting,mounting,2b,0.50,A47
adhesive mounting,flange including,1c,0.25,A47
adhesive mounting,flange comprising including,1c,0.25,A47
adhesive mounting,mounting flange including,2b,0.50,A47
adhesive mounting,flange mounting,2b,0.50,A47
adhesive mounting,adhesive attachment,2b,0.50,A47
adhesive mounting,adhesive layer,2b,0.50,A47
adhesive mounting,mounting using adhesives,3,0.75,A47
adhesive mounting,adhering mount,3,0.75,A47
adhesive mounting,adhesive bases,2b,0.50,A47
adhesive mounting,sticking mount,3,0.75,A47
adhesive mounting,mounting glues,3,0.75,A47
adhesive mounting,cohesive mount,2b,0.50,A47
adhesive mounting,temporary mounting,2b,0.50,A47
adhesive mounting,fixed mount,1b,0.25,A47
adhesive mounting,rapid drying,1d,0.25,A47
adhesive mounting,screw mount,1b,0.25,A47
adhesive mounting,mounting bracket,1a,0.25,A47
adhesive mounting,bracket mount,1b,0.25,A47
adhesive mounting,fixation tape,1a,0.25,A47
adhesive mounting,mounting a mountain,0,0.00,A47
adhesive mounting,adhesive forces,0,0.00,A47
adhesive mounting,mounting needle,0,0.00,A47
adhesive mounting,mountain range,0,0.00,A47
adhesive mounting,mounting of file system,0,0.00,A47
adhesive mounting,lens mount,0,0.00,A47
arm roller,arm axle,1b,0.25,B27
arm roller,arms roller axles,2a,0.50,B27
arm roller,arm guide,2a,0.50,B27
arm roller,arm roller axle,2a,0.50,B27
arm roller,arm,2b,0.50,B27
arm roller,arm spring,2a,0.50,B27
arm roller,arms,2b,0.50,B27
arm roller,arm rollers,4,1.00,B27
arm roller,arms rollers,4,1.00,B27
arm roller,arms axle,1b,0.25,B27
arm roller,arms roller,4,1.00,B27
arm roller,arm roller axles,2a,0.50,B27
arm roller,arms roller axle,2a,0.50,B27
arm roller,roller arm,3,0.75,B27
arm roller,arm roller,4,1.00,B27
arm roller,lower roller arm,3,0.75,B27
arm roller,arm roller shaft,2a,0.50,B27
arm roller,rollers,2b,0.50,B27
arm roller,arm roller rod,2a,0.50,B27
arm roller,arm roller assembly,2b,0.50,B27
arm roller,roller rocker arm,2c,0.50,B27
arm roller,bamboo shells,1d,0.25,B27
arm roller,axles,1c,0.25,B27
arm roller,flame retarding treatment,1d,0.25,B27
arm roller,rolling machine,1d,0.25,B27
arm roller,health care shoes,1d,0.25,B27
arm roller,rocker arm,1d,0.25,B27
arm roller,arm stretches,0,0.00,B27
arm roller,broken arm bone,0,0.00,B27
arm roller,arm exercises,0,0.00,B27
arm roller,roller coaster,0,0.00,B27
arm roller,roller exercises,0,0.00,B27
arm roller,arm sling,0,0.00,B27
arm roller,arm,2b,0.50,B62
arm roller,rod,1c,0.25,B62
arm roller,arm lower,2a,0.50,B62
arm roller,arm pivot,2a,0.50,B62
arm roller,arm rollers,4,1.00,B62
arm roller,arms roller,4,1.00,B62
arm roller,pinch roller arm,2a,0.50,B62
arm roller,roller support arm,2a,0.50,B62
arm roller,arm rollers,4,1.00,E04
arm roller,arms roller,4,1.00,E04
arm roller,arms rollers,4,1.00,E04
arm roller,post,1d,0.25,E04
arm roller,arm,2b,0.50,E04
arm roller,roller,2b,0.50,E04
arm roller,pinch roller arm,2a,0.50,E04
arm roller,roller support arm,2a,0.50,E04
arm roller,roller arm,2c,0.50,E04
arm roller,push up roller,2a,0.50,E04
arm roller,cam surface,2a,0.50,E04
arm roller,arm pull wheel,2a,0.50,E04
arm roller,vertical movement lever,2a,0.50,E04
arm roller,manually material puller,2a,0.50,E04
arm roller,engage stop portion,2a,0.50,E04
arm roller,cylindrical object,2b,0.50,E04
arm roller,detection lever,1b,0.25,E04
arm roller,construction tools,1c,0.25,E04
arm roller,operation member,1b,0.25,E04
arm roller,compacting materials,1b,0.25,E04
arm roller,closing lever,1b,0.25,E04
arm roller,pressure,1b,0.25,E04
arm roller,shoulder arm,0,0.00,E04
arm roller,cycle wheel,0,0.00,E04
arm roller,arm processor,0,0.00,E04
arm roller,arm cutter,0,0.00,E04
arm roller,road roller,0,0.00,E04
arm roller,manual testing,0,0.00,E04
clock input,direct clock input,2a,0.50,G05
clock input,input,2b,0.50,G05
clock input,output,1a,0.25,G05
clock input,inputs,2b,0.50,G05
clock input,clock,2b,0.50,G05
clock input,clock inputs,4,1.00,G05
clock input,clock,2b,0.50,G07
clock input,inputs,2b,0.50,G07
clock input,set inputs,2b,0.50,G07
clock input,output,1a,0.25,G07
clock input,bar,0,0.00,G07
clock input,fixed input,2a,0.50,G07
clock input,reference output,1a,0.25,G07
clock input,fixed output,1a,0.25,G07
clock input,clock output,1a,0.25,G07
clock input,clocked input,4,1.00,G07
clock input,set input,2b,0.50,G07
clock input,input,2b,0.50,G07
clock input,reference input,2b,0.50,G07
clock input,timer input,3,0.75,G07
clock input,flip flops,2b,0.50,G07
clock input,period input,3,0.75,G07
clock input,clock generator,2a,0.50,G07
clock input,time source supply,2c,0.50,G07
clock input,clock signal,2a,0.50,G07
clock input,digital circuit,1d,0.25,G07
clock input,flip flop,1c,0.25,G07
clock input,printed circuit,1d,0.25,G07
clock input,microcontroller,1c,0.25,G07
clock input,breadboard,1d,0.25,G07
clock input,time delay,1b,0.25,G07
clock input,clockwise,0,0.00,G07
clock input,supply chain,0,0.00,G07
clock input,anticlockwise,0,0.00,G07
clock input,input tax,0,0.00,G07
clock input,clock images,0,0.00,G07
clock input,pulse oximeter,0,0.00,G07
clock input,set output,0,0.00,F41
clock input,reset,1d,0.25,F41
clock input,input,2b,0.50,F41
clock input,output,0,0.00,F41
clock input,set input,2b,0.50,F41
clock input,terminal,1d,0.25,F41
clock input,reset terminal,1d,0.25,F41
clock input,reset input,1c,0.25,F41
clock input,reset output,0,0.00,F41
clock input,set terminal,1d,0.25,F41
clock input,sign bit,0,0.00,G04
clock input,inputs,2b,0.50,G04
clock input,gate,1d,0.25,G04
clock input,reset input,3,0.75,G04
clock input,output,1a,0.25,G04
clock input,data bit,1d,0.25,G04
clock input,sign input,2b,0.50,G04
clock input,setting,0,0.00,G04
clock input,terminal,1d,0.25,G04
clock input,reset terminal,1d,0.25,G04
clock input,control terminal,1d,0.25,G04
clock input,result,0,0.00,G04
clock input,data,2b,0.50,G04
clock input,control input,2b,0.50,G04
clock input,input,2b,0.50,G04
clock input,data input,2b,0.50,G04
clock input,clock pulse,3,0.75,G04
clock input,timer input,3,0.75,G04
clock input,period input,3,0.75,G04
clock input,clock signal,3,0.75,G04
clock input,entry time,2b,0.50,G04
clock input,clock wire,2b,0.50,G04
clock input,hours input,2a,0.50,G04
clock input,clock terminal,1d,0.25,G04
clock input,digital circuit,1d,0.25,G04
clock input,seconds,1b,0.25,G04
clock input,clock circuit,1d,0.25,G04
clock input,clock output,1a,0.25,G04
clock input,input tag,0,0.00,G04
clock input,input tools,0,0.00,G04
clock input,control unit,0,0.00,G04
clock input,bit byte,0,0.00,G04
clock input,control statement,0,0.00,G04
clock input,wall clock tower,0,0.00,G04
vegfr2,haptoglobin,1c,0.25,A61
vegfr2,erk,1b,0.25,C07
vegfr2,protein,2b,0.50,C07
vegfr2,ak kinase,2c,0.50,C07
vegfr2,map,2c,0.50,C07
vegfr2,map kinase,2c,0.50,C07
vegfr2,patients,1d,0.25,C12
vegfr2,patient,1d,0.25,C12
vegfr2,h2s targeting receptor protein kinase,3,0.75,C12
vegfr2,vascular endothelial growth factor receptor 2,3,0.75,C12
vegfr2,vascular endothelial growth factor,2b,0.50,C12
vegfr2,vegfa,3,0.75,C12
vegfr2,vegf receptor,2b,0.50,C12
vegfr2,transmembrane protein,2b,0.50,C12
vegfr2,kinase insert domain receptor,3,0.75,C12
vegfr2,vasculogenesis,1c,0.25,C12
vegfr2,tumorigenesis,1d,0.25,C12
vegfr2,metastasis,1d,0.25,C12
vegfr2,endothelial cell mitogenesis,1c,0.25,C12
vegfr2,plant growth,0,0.00,C12
vegfr2,marine vessel,0,0.00,C12
vegfr2,root growth,0,0.00,C12
vegfr2,nuclear reprogramming factor,0,0.00,C12
vegfr2,shoot growth,0,0.00,C12
vegfr2,radio antenna,0,0.00,C12
herpes,human herpes,2a,0.50,G01
herpes,virus,2b,0.50,G01
herpes,varicella,2a,0.50,G01
herpes,herpes zoster,2a,0.50,G01
herpes,varicella,2b,0.50,A61
herpes,shingles herpes,2a,0.50,A61
herpes,rhinotracheitis,2a,0.50,A61
herpes,mammary rhinotracheitis,1c,0.25,A61
herpes,mammary disease,1c,0.25,A61
herpes,viral rhinotracheitis,2a,0.50,A61
herpes,viral disease,2b,0.50,A61
herpes,herpes zoster,2a,0.50,A61
herpes,herpes simplex virus based,2b,0.50,A61
herpes,recombinant herpes,2b,0.50,A61
herpes,herpes simplex viruses,2b,0.50,A61
herpes,herpes simplex,3,0.75,A61
herpes,genital herpes,2a,0.50,A61
herpes,viral infection,2b,0.50,A61
herpes,oral herpes,2a,0.50,A61
herpes,small blisters,2b,0.50,A61
herpes,herpes keratitis,2a,0.50,A61
herpes,infectious disease,1c,0.25,A61
herpes,brain,1c,0.25,A61
herpes,decreased immune function,1c,0.25,A61
herpes,immune,1c,0.25,A61
herpes,acyclovir medication,1c,0.25,A61
herpes,infection,1c,0.25,A61
herpes,hero of a movie,0,0.00,A61
herpes,fungi,0,0.00,A61
herpes,he man is a superhero,0,0.00,A61
herpes,organ,0,0.00,A61
herpes,ercules is a fictional superhero,0,0.00,A61
herpes,medicine,0,0.00,A61
herpes,herpesvirus,3,0.75,C07
herpes,virus,2b,0.50,C07
herpes,infection,1c,0.25,C07
herpes,virus influenza,2c,0.50,C07
herpes,herpes simplex virus based,2a,0.50,C07
herpes,recombinant herpes,2a,0.50,C07
herpes,herpes simplex viruses,2a,0.50,C07
herpes,human,1d,0.25,C12
herpes,human herpes,2a,0.50,C12
herpes,varicella,3,0.75,C12
herpes,human varicella,3,0.75,C12
herpes,diseases,1c,0.25,C12
herpes,inflammation,1c,0.25,C12
herpes,viral,2b,0.50,C12
herpes,virus,2b,0.50,C12
herpes,zoster virus infection,3,0.75,C12
herpes,herpes simplex,3,0.75,C12
herpes,chickenpox disease,2a,0.50,C12
herpes,herpes labialis,2a,0.50,C12
herpes,hsv infection,3,0.75,C12
herpes,oral herpes,2a,0.50,C12
herpes,shingles disease,2a,0.50,C12
herpes,genital herpes,2a,0.50,C12
herpes,contagious infection,1c,0.25,C12
herpes,swollen lymph nodes,1c,0.25,C12
herpes,sexually transmitted disease,1c,0.25,C12
herpes,transmitted infection,1c,0.25,C12
herpes,cold sores,1b,0.25,C12
herpes,antiviral medication,1c,0.25,C12
herpes,sore throat,0,0.00,C12
herpes,precipitation,0,0.00,C12
herpes,cold environment,0,0.00,C12
herpes,aggregation,0,0.00,C12
herpes,cold water,0,0.00,C12
herpes,filtrate,0,0.00,C12
form by electroforming,electroforming,2b,0.50,D01
form by electroforming,electroforming bath,2a,0.50,D01
form by electroforming,electroforming method,2b,0.50,D01
form by electroforming,electroforming processes,2b,0.50,D01
form by electroforming,electrodeposition process,3,0.75,D01
form by electroforming,electroforming procedure,2b,0.50,D01
form by electroforming,electroplating,3,0.75,D01
form by electroforming,electroformed metal,2a,0.50,D01
form by electroforming,form by electrodeposition,3,0.75,D01
form by electroforming,electrolytic bath,2a,0.50,D01
form by electroforming,fabrication,1b,0.25,D01
form by electroforming,electrodes,1b,0.25,D01
form by electroforming,electrode,1b,0.25,D01
